brand,brand_prefix,part_code,part_name,category,group
Mazda,MA,HBR,Трос ручного тормоза правый,Тормоза,Стояночный тормоз
Mazda,MA,EPB,Мотор электронного ручника,Тормоза,Стояночный тормоз
Mazda,MA,SBFM,Подрамник передний,Подвеска,Подрамник
Mazda,MA,SBRM,Подрамник задний,Подвеска,Подрамник
Mazda,MA,KNL,Кулак поворотный левый,Подвеска,Передняя подвеска
Mazda,MA,KNR,Кулак поворотный правый,Подвеска,Передняя подвеска
Mazda,MA,RAL,Рычаг задний левый,Подвеска,Задняя подвеска
Mazda,MA,RAR,Рычаг задний правый,Подвеска,Задняя подвеска
Mazda,MA,SCS,Кардан рулевого вала,Рулевое,Рулевое управление
Mazda,MA,STC,Рулевая колонка,Рулевое,Рулевое управление
Mazda,MA,SAS,Датчик угла поворота руля,Рулевое,Датчики
Mazda,MA,BCM,Блок управления кузовом,Электрика,Блоки управления
Mazda,MA,TCM,Блок управления АКПП,Электрика,Блоки управления
Mazda,MA,SRS,Блок SRS Airbag,Электрика,Блоки управления
Mazda,MA,WSS,Датчик скорости колеса,Электрика,Датчики
Mazda,MA,RNS,Датчик дождя,Электрика,Датчики
Mazda,MA,LTS,Датчик света,Электрика,Датчики
Mazda,MA,EWH,Проводка двигателя,Электрика,Проводка
Mazda,MA,DWH,Проводка двери,Электрика,Проводка
Mazda,MA,EXV,Клапан расширительный кондиционера,Климат,Кондиционер
Mazda,MA,APS,Датчик давления кондиционера,Климат,Кондиционер
Mazda,MA,CCM,Блок управления климатом,Климат,Кондиционер
Mazda,MA,HHL,Петля капота левая,Кузов/свет,Кузов
Mazda,MA,HHR,Петля капота правая,Кузов/свет,Кузов
Mazda,MA,HGS,Амортизатор капота,Кузов/свет,Кузов
Mazda,MA,TGSB,Амортизатор багажника,Кузов/свет,Кузов
Mazda,MA,TRK,Крышка багажника,Кузов/свет,Кузов
Mazda,MA,RADP,Панель передняя телевизор,Кузов/свет,Кузов
Mazda,MA,FBR,Усилитель бампера передний,Кузов/свет,Кузов
Mazda,MA,RBR,Усилитель бампера задний,Кузов/свет,Кузов
Mazda,MA,DRL,Дневной ходовой огонь левый,Кузов/свет,Оптика
Mazda,MA,DRR,Дневной ходовой огонь правый,Кузов/свет,Оптика
Mazda,MA,XBL,Блок розжига ксенона,Кузов/свет,Оптика
Mazda,MA,HLA2,Корректор фары,Кузов/свет,Оптика
Mazda,MA,WLS,Блок кнопок стеклоподъемника,Салон,Салон
Mazda,MA,SBT,Механизм ремня безопасности,Салон,Салон
Mazda,MA,SBB,Замок ремня безопасности,Салон,Салон
Mazda,MA,ABD,Подушка безопасности водителя,Салон,Салон
Mazda,MA,ABP,Подушка безопасности пассажира,Салон,Салон
Mazda,MA,AMP,Радиатор мультимедиа/усилитель,Салон,Салон
Mazda,MA,DFP,Труба приемная,Выхлоп,Выхлоп
Mazda,MA,DPF,Сажевый фильтр,Выхлоп,Выхлоп
Mazda,MA,EGT,Датчик температуры выхлопа,Выхлоп,Выхлоп
Mazda,MA,DPS,Датчик давления DPF,Выхлоп,Выхлоп
Lexus,LX,FF,Топливный фильтр,ТО,Фильтры
Lexus,LX,IC,Катушка зажигания,Двигатель,Зажигание
Lexus,LX,BPR,Колодки тормозные задние,Тормоза,Тормозная система
Lexus,LX,BDR,Диск тормозной задний,Тормоза,Тормозная система
Lexus,LX,ABS,Датчик ABS,Тормоза,Тормозная система
Lexus,LX,SFR,Амортизатор передний правый,Подвеска,Передняя подвеска
Lexus,LX,SR,Амортизатор задний,Подвеска,Задняя подвеска
Lexus,LX,CFL,Рычаг передний левый,Подвеска,Передняя подвеска
Lexus,LX,CFR,Рычаг передний правый,Подвеска,Передняя подвеска
Lexus,LX,SL,Стойка стабилизатора,Подвеска,Стабилизатор
Lexus,LX,TEL,Рулевой наконечник левый,Рулевое,Рулевое управление
Lexus,LX,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Lexus,LX,CVJ,ШРУС наружный,Трансмиссия,Привод
Lexus,LX,BAT,Аккумулятор,Электрика,Питание
Lexus,LX,STA,Стартер,Электрика,Пуск
Lexus,LX,ALT,Генератор,Электрика,Зарядка
Lexus,LX,HLL,Фара передняя левая,Кузов/свет,Оптика
Lexus,LX,HLR,Фара передняя правая,Кузов/свет,Оптика
Lexus,LX,TLL,Фонарь задний левый,Кузов/свет,Оптика
Lexus,LX,TLR,Фонарь задний правый,Кузов/свет,Оптика
Lexus,LX,ML,Зеркало левое,Кузов/свет,Кузов
Lexus,LX,MR,Зеркало правое,Кузов/свет,Кузов
Lexus,LX,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Lexus,LX,ALB,Ремень генератора,ТО,Ремни
Lexus,LX,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Lexus,LX,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Lexus,LX,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Lexus,LX,HGG,Прокладка ГБЦ,Двигатель,Прокладки
Lexus,LX,CSF,Сальник коленвала передний,Двигатель,Сальники
Lexus,LX,CSR,Сальник коленвала задний,Двигатель,Сальники
Lexus,LX,CMS,Сальник распредвала,Двигатель,Сальники
Lexus,LX,EML,Опора двигателя левая,Двигатель,Опоры
Lexus,LX,EMR,Опора двигателя правая,Двигатель,Опоры
Lexus,LX,EMB,Опора двигателя задняя,Двигатель,Опоры
Lexus,LX,OPM,Масляный насос,Двигатель,Смазка
Lexus,LX,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Lexus,LX,THB,Дроссельная заслонка,Двигатель,Впуск
Lexus,LX,MAF,Датчик массового расхода воздуха,Двигатель,Датчики
Lexus,LX,MAP,Датчик абсолютного давления,Двигатель,Датчики
Lexus,LX,RAD,Радиатор охлаждения,Охлаждение,Охлаждение
Lexus,LX,TST,Термостат,Охлаждение,Охлаждение
Lexus,LX,TSH,Корпус термостата,Охлаждение,Охлаждение
Lexus,LX,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Lexus,LX,EXT,Расширительный бачок,Охлаждение,Охлаждение
Lexus,LX,FPU,Топливный насос,Топливная система,Топливо
Lexus,LX,INJ,Форсунка топливная,Топливная система,Топливо
Lexus,LX,FPR,Регулятор давления топлива,Топливная система,Топливо
Lexus,LX,TUR,Турбокомпрессор,Турбонаддув,Турбо
Lexus,LX,ATF,Фильтр АКПП,Трансмиссия,АКПП
Lexus,LX,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Lexus,LX,ATP,Поддон АКПП,Трансмиссия,АКПП
Lexus,LX,CLK,Комплект сцепления,Трансмиссия,Сцепление
Lexus,LX,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Lexus,LX,TMM,Подушка КПП,Трансмиссия,Опоры
Lexus,LX,STM,Опора передней стойки,Подвеска,Передняя подвеска
Lexus,LX,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Lexus,LX,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Lexus,LX,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Lexus,LX,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Lexus,LX,TRD,Рулевая тяга,Рулевое,Рулевое управление
Lexus,LX,RCK,Рулевая рейка,Рулевое,Рулевое управление
Lexus,LX,PSR,Бачок ГУР,Рулевое,ГУР
Lexus,LX,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Lexus,LX,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Lexus,LX,BMC,Главный тормозной цилиндр,Тормоза,Гидравлика
Lexus,LX,ACR,Радиатор кондиционера,Климат,Кондиционер
Subaru,SU,FF,Топливный фильтр,ТО,Фильтры
Subaru,SU,ABS,Датчик ABS,Тормоза,Тормозная система
Subaru,SU,TEL,Рулевой наконечник левый,Рулевое,Рулевое управление
Subaru,SU,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Subaru,SU,CVJ,ШРУС наружный,Трансмиссия,Привод
Subaru,SU,CVB,Пыльник ШРУС,Трансмиссия,Привод
Subaru,SU,BAT,Аккумулятор,Электрика,Питание
Subaru,SU,STA,Стартер,Электрика,Пуск
Subaru,SU,ALT,Генератор,Электрика,Зарядка
Subaru,SU,HLL,Фара передняя левая,Кузов/свет,Оптика
Subaru,SU,HLR,Фара передняя правая,Кузов/свет,Оптика
Subaru,SU,TLL,Фонарь задний левый,Кузов/свет,Оптика
Subaru,SU,TLR,Фонарь задний правый,Кузов/свет,Оптика
Subaru,SU,ML,Зеркало левое,Кузов/свет,Кузов
Subaru,SU,MR,Зеркало правое,Кузов/свет,Кузов
Subaru,SU,ODP,Пробка сливная масляного поддона,ТО,Фильтры и жидкости
Subaru,SU,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Subaru,SU,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Subaru,SU,ALB,Ремень генератора,ТО,Ремни
Subaru,SU,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Subaru,SU,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Subaru,SU,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Subaru,SU,HGG,Прокладка ГБЦ,Двигатель,Прокладки
Subaru,SU,IMG,Прокладка впускного коллектора,Двигатель,Прокладки
Subaru,SU,EMG,Прокладка выпускного коллектора,Двигатель,Прокладки
Subaru,SU,CSF,Сальник коленвала передний,Двигатель,Сальники
Subaru,SU,CSR,Сальник коленвала задний,Двигатель,Сальники
Subaru,SU,CMS,Сальник распредвала,Двигатель,Сальники
Subaru,SU,EML,Опора двигателя левая,Двигатель,Опоры
Subaru,SU,EMR,Опора двигателя правая,Двигатель,Опоры
Subaru,SU,EMB,Опора двигателя задняя,Двигатель,Опоры
Subaru,SU,OPM,Масляный насос,Двигатель,Смазка
Subaru,SU,OPS,Датчик давления масла,Двигатель,Датчики
Subaru,SU,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Subaru,SU,THB,Дроссельная заслонка,Двигатель,Впуск
Subaru,SU,MAF,Датчик массового расхода воздуха,Двигатель,Датчики
Subaru,SU,MAP,Датчик абсолютного давления,Двигатель,Датчики
Subaru,SU,CKP,Датчик положения коленвала,Двигатель,Датчики
Subaru,SU,CMP,Датчик положения распредвала,Двигатель,Датчики
Subaru,SU,O2F,Лямбда-зонд передний,Двигатель,Датчики
Subaru,SU,O2R,Лямбда-зонд задний,Двигатель,Датчики
Subaru,SU,RAD,Радиатор охлаждения,Охлаждение,Охлаждение
Subaru,SU,TST,Термостат,Охлаждение,Охлаждение
Subaru,SU,TSH,Корпус термостата,Охлаждение,Охлаждение
Subaru,SU,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Subaru,SU,EXT,Расширительный бачок,Охлаждение,Охлаждение
Subaru,SU,EXC,Крышка расширительного бачка,Охлаждение,Охлаждение
Subaru,SU,RHU,Патрубок радиатора верхний,Охлаждение,Патрубки
Subaru,SU,RHL,Патрубок радиатора нижний,Охлаждение,Патрубки
Subaru,SU,FPU,Топливный насос,Топливная система,Топливо
Subaru,SU,INJ,Форсунка топливная,Топливная система,Топливо
Subaru,SU,FPR,Регулятор давления топлива,Топливная система,Топливо
Subaru,SU,FTC,Крышка топливного бака,Топливная система,Топливо
Subaru,SU,TUR,Турбокомпрессор,Турбонаддув,Турбо
Subaru,SU,INT,Интеркулер,Турбонаддув,Турбо
Subaru,SU,IPH,Патрубок интеркулера,Турбонаддув,Турбо
Subaru,SU,ATF,Фильтр АКПП,Трансмиссия,АКПП
Subaru,SU,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Subaru,SU,ATP,Поддон АКПП,Трансмиссия,АКПП
Subaru,SU,ATS,Соленоид АКПП,Трансмиссия,АКПП
Subaru,SU,MEC,Мехатроник,Трансмиссия,АКПП/DSG
Subaru,SU,CLK,Комплект сцепления,Трансмиссия,Сцепление
Subaru,SU,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Subaru,SU,CMC,Главный цилиндр сцепления,Трансмиссия,Сцепление
Subaru,SU,CSC,Рабочий цилиндр сцепления,Трансмиссия,Сцепление
Subaru,SU,TMM,Подушка КПП,Трансмиссия,Опоры
Subaru,SU,HUF,Ступица передняя,Трансмиссия,Ступицы
Subaru,SU,HUR,Ступица задняя,Трансмиссия,Ступицы
Subaru,SU,STM,Опора передней стойки,Подвеска,Передняя подвеска
Subaru,SU,SDB,Пыльник амортизатора,Подвеска,Амортизаторы
Subaru,SU,SBS,Отбойник амортизатора,Подвеска,Амортизаторы
Subaru,SU,SPF,Пружина передняя,Подвеска,Пружины
Subaru,SU,SPR,Пружина задняя,Подвеска,Пружины
Subaru,SU,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Subaru,SU,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Subaru,SU,BJT,Шаровая опора,Подвеска,Передняя подвеска
Subaru,SU,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Subaru,SU,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Subaru,SU,TRD,Рулевая тяга,Рулевое,Рулевое управление
Subaru,SU,RBB,Пыльник рулевой рейки,Рулевое,Рулевое управление
Subaru,SU,RCK,Рулевая рейка,Рулевое,Рулевое управление
Subaru,SU,PSP,Насос ГУР,Рулевое,ГУР
Subaru,SU,PSR,Бачок ГУР,Рулевое,ГУР
Subaru,SU,CFLB,Суппорт передний левый,Тормоза,Суппорты
Subaru,SU,CFRB,Суппорт передний правый,Тормоза,Суппорты
Subaru,SU,CRLB,Суппорт задний левый,Тормоза,Суппорты
Subaru,SU,CRRB,Суппорт задний правый,Тормоза,Суппорты
Subaru,SU,CRK,Ремкомплект суппорта,Тормоза,Суппорты
Subaru,SU,CSG,Направляющие суппорта,Тормоза,Суппорты
Subaru,SU,BHF,Тормозной шланг передний,Тормоза,Гидравлика
Subaru,SU,BHR,Тормозной шланг задний,Тормоза,Гидравлика
Subaru,SU,BMC,Главный тормозной цилиндр,Тормоза,Гидравлика
Subaru,SU,BBR,Вакуумный усилитель тормозов,Тормоза,Гидравлика
Subaru,SU,FUB,Блок предохранителей,Электрика,Электрика
Subaru,SU,STR,Реле стартера,Электрика,Электрика
Subaru,SU,PDC,Датчик парковки,Электрика,Парктроник
Subaru,SU,RVC,Камера заднего вида,Электрика,Камеры
Subaru,SU,ECU,Блок управления двигателем,Электрика,Блоки управления
Subaru,SU,ABU,Блок ABS,Электрика,Блоки управления
Subaru,SU,TPM,Датчик давления шин,Электрика,TPMS
Subaru,SU,WPM,Мотор стеклоочистителя,Электрика,Стеклоочистители
Subaru,SU,WPL,Трапеция стеклоочистителя,Электрика,Стеклоочистители
Subaru,SU,ACC,Компрессор кондиционера,Климат,Кондиционер
Subaru,SU,ACR,Радиатор кондиционера,Климат,Кондиционер
Subaru,SU,ACE,Испаритель кондиционера,Климат,Кондиционер
Subaru,SU,ACD,Осушитель кондиционера,Климат,Кондиционер
Subaru,SU,HTR,Радиатор печки,Климат,Отопитель
Subaru,SU,BLM,Мотор печки,Климат,Отопитель
Subaru,SU,BLR,Резистор мотора печки,Климат,Отопитель
Subaru,SU,HOD,Капот,Кузов/свет,Кузов
Subaru,SU,FFL,Крыло переднее левое,Кузов/свет,Кузов
Subaru,SU,FFR,Крыло переднее правое,Кузов/свет,Кузов
Subaru,SU,FBP,Бампер передний,Кузов/свет,Кузов
Subaru,SU,RBP,Бампер задний,Кузов/свет,Кузов
Subaru,SU,GRL,Решетка радиатора,Кузов/свет,Кузов
Subaru,SU,INL,Подкрылок передний левый,Кузов/свет,Кузов
Subaru,SU,INR,Подкрылок передний правый,Кузов/свет,Кузов
Subaru,SU,RKL,Порог левый,Кузов/свет,Кузов
Subaru,SU,RKR,Порог правый,Кузов/свет,Кузов
Subaru,SU,DFL,Дверь передняя левая,Кузов/свет,Кузов
Subaru,SU,DFR,Дверь передняя правая,Кузов/свет,Кузов
Subaru,SU,WSF,Стекло лобовое,Кузов/свет,Стекла
Subaru,SU,WSR,Стекло заднее,Кузов/свет,Стекла
Subaru,SU,FGL,Противотуманная фара левая,Кузов/свет,Оптика
Subaru,SU,FGR,Противотуманная фара правая,Кузов/свет,Оптика
Subaru,SU,MAT,Коврики салона,Салон,Салон
Subaru,SU,SWS,Подрулевой переключатель,Салон,Салон
Subaru,SU,WRL,Стеклоподъемник левый,Салон,Салон
Subaru,SU,WRR,Стеклоподъемник правый,Салон,Салон
Subaru,SU,DLC,Замок двери,Салон,Салон
Subaru,SU,DOH,Ручка двери наружная,Салон,Салон
Subaru,SU,MMU,Экран мультимедиа,Салон,Салон
Subaru,SU,CAT,Катализатор,Выхлоп,Выхлоп
Subaru,SU,MUF,Глушитель основной,Выхлоп,Выхлоп
Subaru,SU,RES,Резонатор,Выхлоп,Выхлоп
Subaru,SU,FLX,Гофра выхлопной системы,Выхлоп,Выхлоп
Subaru,SU,GLP,Свеча накаливания,Двигатель,Зажигание
Subaru,SU,IGN,Модуль зажигания,Двигатель,Зажигание
Subaru,SU,SPW,Высоковольтные провода,Двигатель,Зажигание
Subaru,SU,EGR,Клапан EGR,Двигатель,Впуск/выхлоп
Subaru,SU,VVT,Клапан VVT,Двигатель,ГРМ
Subaru,SU,HLA,Гидрокомпенсатор,Двигатель,ГРМ
Subaru,SU,KNS,Датчик детонации,Двигатель,Датчики
Subaru,SU,CTS,Датчик температуры ОЖ,Двигатель,Датчики
Subaru,SU,IAT,Датчик температуры воздуха,Двигатель,Датчики
Subaru,SU,EVP,Клапан адсорбера,Двигатель,Топливо
Subaru,SU,OCL,Масляный радиатор,Охлаждение,Охлаждение
Subaru,SU,FSS,Датчик включения вентилятора,Охлаждение,Охлаждение
Subaru,SU,FCL,Муфта вентилятора,Охлаждение,Охлаждение
Subaru,SU,AUX,Насос дополнительного охлаждения,Охлаждение,Охлаждение
Subaru,SU,FRL,Топливная рампа,Топливная система,Топливо
Subaru,SU,CNF,Адсорбер,Топливная система,Топливо
Subaru,SU,TAC,Актуатор турбины,Турбонаддув,Турбо
Subaru,SU,BPS,Датчик давления наддува,Турбонаддув,Турбо
Subaru,SU,TGS,Прокладка турбины,Турбонаддув,Турбо
Subaru,SU,FWH,Маховик,Трансмиссия,Сцепление
Subaru,SU,DMF,Двухмассовый маховик,Трансмиссия,Сцепление
Subaru,SU,CPP,Корзина сцепления,Трансмиссия,Сцепление
Subaru,SU,CLD,Диск сцепления,Трансмиссия,Сцепление
Subaru,SU,AFL,Приводной вал передний левый,Трансмиссия,Привод
Subaru,SU,AFR,Приводной вал передний правый,Трансмиссия,Привод
Subaru,SU,DRS,Карданный вал,Трансмиссия,Привод
Subaru,SU,AXS,Сальник привода,Трансмиссия,Сальники
Subaru,SU,DIF,Дифференциал,Трансмиссия,Дифференциал
Subaru,SU,TFC,Раздаточная коробка,Трансмиссия,Раздатка
Subaru,SU,BRF,Тормозная жидкость,Тормоза,Гидравлика
Subaru,SU,BWS,Датчик износа колодок,Тормоза,Тормозная система
Subaru,SU,HBL,Трос ручного тормоза левый,Тормоза,Стояночный тормоз
Subaru,SU,HBR,Трос ручного тормоза правый,Тормоза,Стояночный тормоз
Subaru,SU,EPB,Мотор электронного ручника,Тормоза,Стояночный тормоз
Subaru,SU,SBFM,Подрамник передний,Подвеска,Подрамник
Subaru,SU,SBRM,Подрамник задний,Подвеска,Подрамник
Subaru,SU,KNL,Кулак поворотный левый,Подвеска,Передняя подвеска
Subaru,SU,KNR,Кулак поворотный правый,Подвеска,Передняя подвеска
Subaru,SU,RAL,Рычаг задний левый,Подвеска,Задняя подвеска
Subaru,SU,RAR,Рычаг задний правый,Подвеска,Задняя подвеска
Subaru,SU,SCS,Кардан рулевого вала,Рулевое,Рулевое управление
Subaru,SU,STC,Рулевая колонка,Рулевое,Рулевое управление
Subaru,SU,SAS,Датчик угла поворота руля,Рулевое,Датчики
Subaru,SU,BCM,Блок управления кузовом,Электрика,Блоки управления
Subaru,SU,TCM,Блок управления АКПП,Электрика,Блоки управления
Subaru,SU,SRS,Блок SRS Airbag,Электрика,Блоки управления
Subaru,SU,WSS,Датчик скорости колеса,Электрика,Датчики
Subaru,SU,RNS,Датчик дождя,Электрика,Датчики
Subaru,SU,LTS,Датчик света,Электрика,Датчики
Subaru,SU,EWH,Проводка двигателя,Электрика,Проводка
Subaru,SU,DWH,Проводка двери,Электрика,Проводка
Subaru,SU,EXV,Клапан расширительный кондиционера,Климат,Кондиционер
Subaru,SU,APS,Датчик давления кондиционера,Климат,Кондиционер
Subaru,SU,CCM,Блок управления климатом,Климат,Кондиционер
Subaru,SU,HHL,Петля капота левая,Кузов/свет,Кузов
Subaru,SU,HHR,Петля капота правая,Кузов/свет,Кузов
Subaru,SU,HGS,Амортизатор капота,Кузов/свет,Кузов
Subaru,SU,TGSB,Амортизатор багажника,Кузов/свет,Кузов
Subaru,SU,TRK,Крышка багажника,Кузов/свет,Кузов
Subaru,SU,RADP,Панель передняя телевизор,Кузов/свет,Кузов
Subaru,SU,FBR,Усилитель бампера передний,Кузов/свет,Кузов
Subaru,SU,RBR,Усилитель бампера задний,Кузов/свет,Кузов
Subaru,SU,DRL,Дневной ходовой огонь левый,Кузов/свет,Оптика
Subaru,SU,DRR,Дневной ходовой огонь правый,Кузов/свет,Оптика
Subaru,SU,XBL,Блок розжига ксенона,Кузов/свет,Оптика
Subaru,SU,HLA2,Корректор фары,Кузов/свет,Оптика
Subaru,SU,WLS,Блок кнопок стеклоподъемника,Салон,Салон
Subaru,SU,SBT,Механизм ремня безопасности,Салон,Салон
Subaru,SU,SBB,Замок ремня безопасности,Салон,Салон
Subaru,SU,ABD,Подушка безопасности водителя,Салон,Салон
Subaru,SU,ABP,Подушка безопасности пассажира,Салон,Салон
Subaru,SU,AMP,Радиатор мультимедиа/усилитель,Салон,Салон
Subaru,SU,DFP,Труба приемная,Выхлоп,Выхлоп
Subaru,SU,DPF,Сажевый фильтр,Выхлоп,Выхлоп
Subaru,SU,EGT,Датчик температуры выхлопа,Выхлоп,Выхлоп
Subaru,SU,DPS,Датчик давления DPF,Выхлоп,Выхлоп
Mitsubishi,MI,CF,Салонный фильтр,ТО,Фильтры
Mitsubishi,MI,FF,Топливный фильтр,ТО,Фильтры
Mitsubishi,MI,SP,Свеча зажигания,Двигатель,Зажигание
Mitsubishi,MI,IC,Катушка зажигания,Двигатель,Зажигание
Mitsubishi,MI,BPF,Колодки тормозные передние,Тормоза,Тормозная система
Mitsubishi,MI,BPR,Колодки тормозные задние,Тормоза,Тормозная система
Mitsubishi,MI,BDF,Диск тормозной передний,Тормоза,Тормозная система
Mitsubishi,MI,BDR,Диск тормозной задний,Тормоза,Тормозная система
Mitsubishi,MI,ABS,Датчик ABS,Тормоза,Тормозная система
Mitsubishi,MI,CFL,Рычаг передний левый,Подвеска,Передняя подвеска
Mitsubishi,MI,CFR,Рычаг передний правый,Подвеска,Передняя подвеска
Mitsubishi,MI,SL,Стойка стабилизатора,Подвеска,Стабилизатор
Mitsubishi,MI,TEL,Рулевой наконечник левый,Рулевое,Рулевое управление
Mitsubishi,MI,TER,Рулевой наконечник правый,Рулевое,Рулевое управление
Mitsubishi,MI,CVJ,ШРУС наружный,Трансмиссия,Привод
Mitsubishi,MI,CVB,Пыльник ШРУС,Трансмиссия,Привод
Mitsubishi,MI,STA,Стартер,Электрика,Пуск
Mitsubishi,MI,ALT,Генератор,Электрика,Зарядка
Mitsubishi,MI,HLL,Фара передняя левая,Кузов/свет,Оптика
Mitsubishi,MI,HLR,Фара передняя правая,Кузов/свет,Оптика
Mitsubishi,MI,TLL,Фонарь задний левый,Кузов/свет,Оптика
Mitsubishi,MI,TLR,Фонарь задний правый,Кузов/свет,Оптика
Mitsubishi,MI,ML,Зеркало левое,Кузов/свет,Кузов
Mitsubishi,MI,MR,Зеркало правое,Кузов/свет,Кузов
Mitsubishi,MI,ODP,Пробка сливная масляного поддона,ТО,Фильтры и жидкости
Mitsubishi,MI,ODW,Шайба сливной пробки,ТО,Фильтры и жидкости
Mitsubishi,MI,ABK,Комплект ремня навесного оборудования,ТО,Ремни
Mitsubishi,MI,ABR,Ролик ремня навесного оборудования,ТО,Ремни
Mitsubishi,MI,ABT,Натяжитель ремня навесного оборудования,ТО,Ремни
Mitsubishi,MI,VCG,Прокладка клапанной крышки,Двигатель,Прокладки
Mitsubishi,MI,HGG,Прокладка ГБЦ,Двигатель,Прокладки
Mitsubishi,MI,IMG,Прокладка впускного коллектора,Двигатель,Прокладки
Mitsubishi,MI,EMG,Прокладка выпускного коллектора,Двигатель,Прокладки
Mitsubishi,MI,CSF,Сальник коленвала передний,Двигатель,Сальники
Mitsubishi,MI,CSR,Сальник коленвала задний,Двигатель,Сальники
Mitsubishi,MI,CMS,Сальник распредвала,Двигатель,Сальники
Mitsubishi,MI,EML,Опора двигателя левая,Двигатель,Опоры
Mitsubishi,MI,EMR,Опора двигателя правая,Двигатель,Опоры
Mitsubishi,MI,EMB,Опора двигателя задняя,Двигатель,Опоры
Mitsubishi,MI,OPM,Масляный насос,Двигатель,Смазка
Mitsubishi,MI,OPS,Датчик давления масла,Двигатель,Датчики
Mitsubishi,MI,PCV,Клапан вентиляции картерных газов,Двигатель,Вентиляция
Mitsubishi,MI,THB,Дроссельная заслонка,Двигатель,Впуск
Mitsubishi,MI,MAF,Датчик массового расхода воздуха,Двигатель,Датчики
Mitsubishi,MI,MAP,Датчик абсолютного давления,Двигатель,Датчики
Mitsubishi,MI,CKP,Датчик положения коленвала,Двигатель,Датчики
Mitsubishi,MI,CMP,Датчик положения распредвала,Двигатель,Датчики
Mitsubishi,MI,O2F,Лямбда-зонд передний,Двигатель,Датчики
Mitsubishi,MI,O2R,Лямбда-зонд задний,Двигатель,Датчики
Mitsubishi,MI,RAD,Радиатор охлаждения,Охлаждение,Охлаждение
Mitsubishi,MI,TST,Термостат,Охлаждение,Охлаждение
Mitsubishi,MI,TSH,Корпус термостата,Охлаждение,Охлаждение
Mitsubishi,MI,FAN,Вентилятор радиатора,Охлаждение,Охлаждение
Mitsubishi,MI,EXT,Расширительный бачок,Охлаждение,Охлаждение
Mitsubishi,MI,RHU,Патрубок радиатора верхний,Охлаждение,Патрубки
Mitsubishi,MI,RHL,Патрубок радиатора нижний,Охлаждение,Патрубки
Mitsubishi,MI,FPU,Топливный насос,Топливная система,Топливо
Mitsubishi,MI,INJ,Форсунка топливная,Топливная система,Топливо
Mitsubishi,MI,FPR,Регулятор давления топлива,Топливная система,Топливо
Mitsubishi,MI,FTC,Крышка топливного бака,Топливная система,Топливо
Mitsubishi,MI,TUR,Турбокомпрессор,Турбонаддув,Турбо
Mitsubishi,MI,IPH,Патрубок интеркулера,Турбонаддув,Турбо
Mitsubishi,MI,ATG,Прокладка поддона АКПП,Трансмиссия,АКПП
Mitsubishi,MI,ATP,Поддон АКПП,Трансмиссия,АКПП
Mitsubishi,MI,ATS,Соленоид АКПП,Трансмиссия,АКПП
Mitsubishi,MI,MEC,Мехатроник,Трансмиссия,АКПП/DSG
Mitsubishi,MI,CLK,Комплект сцепления,Трансмиссия,Сцепление
Mitsubishi,MI,CRB,Выжимной подшипник,Трансмиссия,Сцепление
Mitsubishi,MI,TMM,Подушка КПП,Трансмиссия,Опоры
Mitsubishi,MI,CAB,Сайлентблок переднего рычага,Подвеска,Сайлентблоки
Mitsubishi,MI,RAB,Сайлентблок заднего рычага,Подвеска,Сайлентблоки
Mitsubishi,MI,SBF,Втулка стабилизатора передняя,Подвеска,Стабилизатор
Mitsubishi,MI,SBR,Втулка стабилизатора задняя,Подвеска,Стабилизатор
Mitsubishi,MI,TRD,Рулевая тяга,Рулевое,Рулевое управление
Mitsubishi,MI,RCK,Рулевая рейка,Рулевое,Рулевое управление
